GENOA	B-NONE
was	I-NARRATIVE
about	I-NARRATIVE
to	I-NARRATIVE
try	I-NARRATIVE

and	B-NARRATIVE
climb	I-NARRATIVE
Lhotse	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
Himalayas	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
I	I-NARRATIVE
figured	I-NARRATIVE

that	B-ARGUMENTATIVE
breaking	I-ARGUMENTATIVE
trail	I-ARGUMENTATIVE
through	I-ARGUMENTATIVE
knee-deep	I-ARGUMENTATIVE
snow	I-ARGUMENTATIVE
would	I-ARGUMENTATIVE
be	I-ARGUMENTATIVE
good	I-ARGUMENTATIVE
training	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
her	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

She	B-ARGUMENTATIVE
didn’t	I-ARGUMENTATIVE
seem	I-ARGUMENTATIVE

to	B-NARRATIVE
mind	I-NARRATIVE
.	I-NARRATIVE

This	B-NARRATIVE
time	I-NARRATIVE
I	I-NARRATIVE
let	I-NARRATIVE
her	I-NARRATIVE
lead	I-NARRATIVE

because	B-NARRATIVE
her	I-NARRATIVE
eyesight	I-NARRATIVE
seemed	I-NARRATIVE

to	B-ARGUMENTATIVE
be	I-ARGUMENTATIVE
better	I-ARGUMENTATIVE

at	B-NARRATIVE
spotting	I-NARRATIVE
the	I-NARRATIVE
faded	I-NARRATIVE
paint	I-NARRATIVE
marks	I-NARRATIVE
on	I-NARRATIVE
rocks	I-NARRATIVE
which	I-NARRATIVE
marked	I-NARRATIVE
the	I-NARRATIVE
trail	I-NARRATIVE
.	I-NARRATIVE

My	B-NARRATIVE
contribution	I-NARRATIVE
was	I-NARRATIVE

to	B-NARRATIVE
map	I-NARRATIVE
read	I-NARRATIVE
,	I-NARRATIVE
a	I-NARRATIVE
skill	I-NARRATIVE
I	I-NARRATIVE
have	I-NARRATIVE
learned	I-NARRATIVE
in	I-NARRATIVE
Britain	I-NARRATIVE

using	B-NARRATIVE
Ordnance	I-NARRATIVE
Survey	I-NARRATIVE
maps	I-NARRATIVE
–	I-NARRATIVE

maps	B-ARGUMENTATIVE
that	I-ARGUMENTATIVE
are	I-ARGUMENTATIVE
so	I-ARGUMENTATIVE
detailed	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
up-to-date	I-ARGUMENTATIVE

that	B-NARRATIVE
if	B-NARRATIVE
you	I-NARRATIVE
dropped	I-NARRATIVE
a	I-NARRATIVE
pickle	I-NARRATIVE
from	I-NARRATIVE
your	I-NARRATIVE
sandwich	I-NARRATIVE

while	B-NARRATIVE
stopping	I-NARRATIVE

to	B-NARRATIVE
eat	I-NARRATIVE
somewhere	I-NARRATIVE
on	I-NARRATIVE
a	I-NARRATIVE
hillside	I-NARRATIVE

then	I-NARRATIVE
it	I-NARRATIVE
would	I-NARRATIVE
probably	I-NARRATIVE
appear	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
next	I-NARRATIVE
edition	I-NARRATIVE
.	I-NARRATIVE

The	B-ARGUMENTATIVE
1:25,000	I-ARGUMENTATIVE
Edizioni	I-ARGUMENTATIVE
il	I-ARGUMENTATIVE
Lupo	I-ARGUMENTATIVE
maps	I-ARGUMENTATIVE
I	I-ARGUMENTATIVE
have	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
this	I-ARGUMENTATIVE
part	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
Italy	I-ARGUMENTATIVE
are	I-ARGUMENTATIVE
pretty	I-ARGUMENTATIVE
good	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

but	B-DESCRIPTIVE
sometimes	I-DESCRIPTIVE
the	I-DESCRIPTIVE
features	I-DESCRIPTIVE
that	I-DESCRIPTIVE
are	I-DESCRIPTIVE
marked	I-DESCRIPTIVE
don’t	I-DESCRIPTIVE
match	I-DESCRIPTIVE
conditions	I-DESCRIPTIVE
on	I-DESCRIPTIVE
the	I-DESCRIPTIVE
ground	I-DESCRIPTIVE
.	I-DESCRIPTIVE

I	B-NARRATIVE
have	I-NARRATIVE
frequently	I-NARRATIVE
had	I-NARRATIVE
problems	I-NARRATIVE

finding	B-NARRATIVE
a	I-NARRATIVE
route	I-NARRATIVE
through	I-NARRATIVE
villages	I-NARRATIVE
and	I-NARRATIVE
forests	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
start	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
trail	I-NARRATIVE

until	B-NARRATIVE
we’ve	I-NARRATIVE
picked	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
paint	I-NARRATIVE
marks	I-NARRATIVE
higher	I-NARRATIVE
up	I-NARRATIVE
.	I-NARRATIVE

Having	B-NARRATIVE
said	I-NARRATIVE
that	I-NARRATIVE
,	I-NARRATIVE

on	B-NARRATIVE
Monte	I-NARRATIVE
Velino	I-NARRATIVE
I	I-NARRATIVE
did	I-NARRATIVE
manage	I-NARRATIVE

to	B-NARRATIVE
miss	I-NARRATIVE
a	I-NARRATIVE
signpost	I-NARRATIVE
so	I-NARRATIVE
obvious	I-NARRATIVE

it	B-NARRATIVE
could	I-NARRATIVE
have	I-NARRATIVE
been	I-NARRATIVE
singing	I-NARRATIVE
God	I-NARRATIVE
Save	I-NARRATIVE
The	I-NARRATIVE
Queen	I-NARRATIVE

to	B-NARRATIVE
attract	I-NARRATIVE
my	I-NARRATIVE
attention	I-NARRATIVE

as	B-NARRATIVE
I	I-NARRATIVE
walked	I-NARRATIVE
past	I-NARRATIVE
.	I-NARRATIVE

On	B-NARRATIVE
Monte	I-NARRATIVE
Sirente	I-NARRATIVE
a	I-NARRATIVE
footpath	I-NARRATIVE

which	B-DESCRIPTIVE
was	I-DESCRIPTIVE
marked	I-DESCRIPTIVE
on	I-DESCRIPTIVE
the	I-DESCRIPTIVE
map	I-DESCRIPTIVE

had	I-NARRATIVE
somehow	I-NARRATIVE
gone	I-NARRATIVE
AWOL	I-NARRATIVE
,	I-NARRATIVE

and	B-ARGUMENTATIVE
this	I-ARGUMENTATIVE
confused	I-ARGUMENTATIVE
me	I-ARGUMENTATIVE
at	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
start	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
walk	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Edita	B-NARRATIVE
speaks	I-NARRATIVE
something	I-NARRATIVE
like	I-NARRATIVE
six	I-NARRATIVE
languages	I-NARRATIVE
to	I-NARRATIVE
varying	I-NARRATIVE
degrees	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
at	I-NARRATIVE
this	I-NARRATIVE
point	I-NARRATIVE
I	I-NARRATIVE
took	I-NARRATIVE
the	I-NARRATIVE
opportunity	I-NARRATIVE

to	B-NARRATIVE
expand	I-NARRATIVE
her	I-NARRATIVE
English	I-NARRATIVE
with	I-NARRATIVE
some	I-NARRATIVE
of	I-NARRATIVE
our	I-NARRATIVE
more	I-NARRATIVE
unusual	I-NARRATIVE
profanities	I-NARRATIVE

until	B-NARRATIVE
we	I-NARRATIVE
rose	I-NARRATIVE
above	I-NARRATIVE
the	I-NARRATIVE
forest	I-NARRATIVE

and	B-NARRATIVE
I	I-NARRATIVE
could	I-NARRATIVE
see	I-NARRATIVE
where	I-NARRATIVE
we	I-NARRATIVE
were	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
paint	I-NARRATIVE
marks	I-NARRATIVE
weren’t	I-NARRATIVE
really	I-NARRATIVE
needed	I-NARRATIVE
on	I-NARRATIVE
Monte	I-NARRATIVE
Sirente’s	I-NARRATIVE
western	I-NARRATIVE
flank	I-NARRATIVE
.	I-NARRATIVE

Once	B-INSTRUCTIVE
above	I-INSTRUCTIVE
the	I-INSTRUCTIVE
treeline	I-INSTRUCTIVE
you	I-INSTRUCTIVE
simply	I-INSTRUCTIVE
continue	I-INSTRUCTIVE
for	I-INSTRUCTIVE
500m	I-INSTRUCTIVE
up	I-INSTRUCTIVE
a	I-INSTRUCTIVE
big	I-INSTRUCTIVE
grassy	I-INSTRUCTIVE
slope	I-INSTRUCTIVE

until	B-INSTRUCTIVE
it	I-INSTRUCTIVE
ends	I-INSTRUCTIVE
at	I-INSTRUCTIVE
a	I-INSTRUCTIVE
500m	I-INSTRUCTIVE
cliff	I-INSTRUCTIVE
.	I-INSTRUCTIVE

If	B-INSTRUCTIVE
you	I-INSTRUCTIVE
miss	I-INSTRUCTIVE
the	I-INSTRUCTIVE
summit	I-INSTRUCTIVE

then	B-INSTRUCTIVE
you	I-INSTRUCTIVE
will	I-INSTRUCTIVE
know	I-INSTRUCTIVE
about	I-INSTRUCTIVE
it	I-INSTRUCTIVE
for	I-INSTRUCTIVE
a	I-INSTRUCTIVE
few	I-INSTRUCTIVE
seconds	I-INSTRUCTIVE

as	B-INSTRUCTIVE
you	I-INSTRUCTIVE
are	I-INSTRUCTIVE
falling	I-INSTRUCTIVE
.	I-INSTRUCTIVE

From	B-ARGUMENTATIVE
the	I-ARGUMENTATIVE
top	I-ARGUMENTATIVE
there	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
fantastic	I-ARGUMENTATIVE
view	I-ARGUMENTATIVE
down	I-ARGUMENTATIVE
into	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
enormous	I-ARGUMENTATIVE
Piano	I-ARGUMENTATIVE
delle	I-ARGUMENTATIVE
Rocche	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

and	B-NARRATIVE
we	I-NARRATIVE
could	I-NARRATIVE
almost	I-NARRATIVE
see	I-NARRATIVE
our	I-NARRATIVE
hotel	I-NARRATIVE
1000m	I-NARRATIVE
below	I-NARRATIVE
us	I-NARRATIVE
.	I-NARRATIVE

On	B-NARRATIVE
the	I-NARRATIVE
fourth	I-NARRATIVE
day	I-NARRATIVE
I	I-NARRATIVE
had	I-NARRATIVE
to	I-NARRATIVE
catch	I-NARRATIVE
my	I-NARRATIVE
flight	I-NARRATIVE
back	I-NARRATIVE
from	I-NARRATIVE
Rome	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
evening	I-NARRATIVE
,	I-NARRATIVE

so	B-NARRATIVE
instead	I-NARRATIVE
of	I-NARRATIVE
climbing	I-NARRATIVE
another	I-NARRATIVE
big	I-NARRATIVE
hill	I-NARRATIVE

we	B-NARRATIVE
did	I-NARRATIVE
a	I-NARRATIVE
shorter	I-NARRATIVE
walk	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
Celano	I-NARRATIVE
Gorge	I-NARRATIVE
,	I-NARRATIVE
a	I-NARRATIVE
valley	I-NARRATIVE
so	I-NARRATIVE
narrow	I-NARRATIVE
it	I-NARRATIVE
would	I-NARRATIVE
make	I-NARRATIVE
the	I-NARRATIVE
mind	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
Daily	I-NARRATIVE
Mail	I-NARRATIVE
reader	I-NARRATIVE
seem	I-NARRATIVE
as	I-NARRATIVE
broad	I-NARRATIVE
as	I-NARRATIVE
the	I-NARRATIVE
Mediterranean	I-NARRATIVE
Sea	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
gorge	I-NARRATIVE
is	I-NARRATIVE
impassable	I-NARRATIVE
in	I-NARRATIVE
winter	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
my	I-NARRATIVE
guide	I-NARRATIVE
book	I-NARRATIVE
told	I-NARRATIVE
me	I-NARRATIVE

if	B-NARRATIVE
there	I-NARRATIVE
was	I-NARRATIVE
more	I-NARRATIVE
than	I-NARRATIVE
a	I-NARRATIVE
trickle	I-NARRATIVE
of	I-NARRATIVE
water	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
stream	I-NARRATIVE
bed	I-NARRATIVE
at	I-NARRATIVE
its	I-NARRATIVE
mouth	I-NARRATIVE

then	B-NARRATIVE
there	I-NARRATIVE
would	I-NARRATIVE
be	I-NARRATIVE
no	I-NARRATIVE
point	I-NARRATIVE

in	B-NARRATIVE
continuing	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
soon	I-NARRATIVE
discovered	I-NARRATIVE
why	I-NARRATIVE
.	I-NARRATIVE

At	B-DESCRIPTIVE
its	I-DESCRIPTIVE
widest	I-DESCRIPTIVE
it	I-DESCRIPTIVE
was	I-DESCRIPTIVE
no	I-DESCRIPTIVE
more	I-DESCRIPTIVE
than	I-DESCRIPTIVE
50m	I-DESCRIPTIVE
across	I-DESCRIPTIVE
,	I-DESCRIPTIVE

and	B-DESCRIPTIVE
its	I-DESCRIPTIVE
narrower	I-DESCRIPTIVE
sections	I-DESCRIPTIVE
were	I-DESCRIPTIVE
more	I-DESCRIPTIVE
like	I-DESCRIPTIVE
3m	I-DESCRIPTIVE
,	I-DESCRIPTIVE
with	I-DESCRIPTIVE
vertical	I-DESCRIPTIVE
cliffs	I-DESCRIPTIVE
50	I-DESCRIPTIVE
times	I-DESCRIPTIVE
higher	I-DESCRIPTIVE
on	I-DESCRIPTIVE
either	I-DESCRIPTIVE
side	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
were	I-NARRATIVE
literally	I-NARRATIVE
scrambling	I-NARRATIVE
over	I-NARRATIVE
rocks	I-NARRATIVE
in	I-NARRATIVE
a	I-NARRATIVE
dry	I-NARRATIVE
stream	I-NARRATIVE
bed	I-NARRATIVE
.	I-NARRATIVE

Where	B-NARRATIVE
pockets	I-NARRATIVE
of	I-NARRATIVE
sunlight	I-NARRATIVE
penetrated	I-NARRATIVE
,	I-NARRATIVE

a	B-NARRATIVE
narrow	I-NARRATIVE
strip	I-NARRATIVE
of	I-NARRATIVE
beech	I-NARRATIVE
forest	I-NARRATIVE
had	I-NARRATIVE
sprung	I-NARRATIVE
up	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
valley	I-NARRATIVE
floor	I-NARRATIVE
.	I-NARRATIVE

My	B-NARRATIVE
guide	I-NARRATIVE
book	I-NARRATIVE
also	I-NARRATIVE
promised	I-NARRATIVE
a	I-NARRATIVE
waterfall	I-NARRATIVE
a	I-NARRATIVE
couple	I-NARRATIVE
of	I-NARRATIVE
hours	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
gorge	I-NARRATIVE
,	I-NARRATIVE

which	B-NARRATIVE
seemed	I-NARRATIVE
about	I-NARRATIVE
as	I-NARRATIVE
likely	I-NARRATIVE

as	B-NARRATIVE
finding	I-NARRATIVE
a	I-NARRATIVE
glacier	I-NARRATIVE
there	I-NARRATIVE
.	I-NARRATIVE

We	B-NARRATIVE
hadn’t	I-NARRATIVE
seen	I-NARRATIVE
as	I-NARRATIVE
much	I-NARRATIVE
as	I-NARRATIVE
a	I-NARRATIVE
drop	I-NARRATIVE
of	I-NARRATIVE
water	I-NARRATIVE
in	I-NARRATIVE
any	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
surrounding	I-NARRATIVE
hills	I-NARRATIVE
over	I-NARRATIVE
the	I-NARRATIVE
last	I-NARRATIVE
three	I-NARRATIVE
days	I-NARRATIVE
,	I-NARRATIVE

and	B-ARGUMENTATIVE
we	I-ARGUMENTATIVE
were	I-ARGUMENTATIVE
surprised	I-ARGUMENTATIVE

when	B-NARRATIVE
the	I-NARRATIVE
sound	I-NARRATIVE
of	I-NARRATIVE
running	I-NARRATIVE
water	I-NARRATIVE
penetrated	I-NARRATIVE
the	I-NARRATIVE
trees	I-NARRATIVE

and	B-NARRATIVE
the	I-NARRATIVE
waterfall	I-NARRATIVE
duly	I-NARRATIVE
appeared	I-NARRATIVE
.	I-NARRATIVE

Where	B-NARRATIVE
on	I-NARRATIVE
earth	I-NARRATIVE
it	I-NARRATIVE
went	I-NARRATIVE
afterwards	I-NARRATIVE
remained	I-NARRATIVE
a	I-NARRATIVE
mystery	I-NARRATIVE
.	I-NARRATIVE

I	B-NARRATIVE
only	I-NARRATIVE
discovered	I-NARRATIVE
the	I-NARRATIVE
Abruzzo	I-NARRATIVE
region	I-NARRATIVE
of	I-NARRATIVE
Italy	I-NARRATIVE
a	I-NARRATIVE
few	I-NARRATIVE
months	I-NARRATIVE
ago	I-NARRATIVE
.	I-NARRATIVE

It’s	B-NARRATIVE
now	I-NARRATIVE
becoming	I-NARRATIVE
familiar	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
it	I-NARRATIVE
never	I-NARRATIVE
ceases	I-NARRATIVE

to	B-ARGUMENTATIVE
surprise	I-ARGUMENTATIVE
me	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

It’s	B-ARGUMENTATIVE
a	I-ARGUMENTATIVE
hill	I-ARGUMENTATIVE
walker’s	I-ARGUMENTATIVE
paradise	I-ARGUMENTATIVE
:	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
feast	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
accessible	I-ARGUMENTATIVE
mountains	I-ARGUMENTATIVE
twice	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
high	I-ARGUMENTATIVE

as	B-NARRATIVE
we	I-NARRATIVE
have	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
UK	I-NARRATIVE

clustered	B-DESCRIPTIVE
over	I-DESCRIPTIVE
a	I-DESCRIPTIVE
wide	I-DESCRIPTIVE
area	I-DESCRIPTIVE
.	I-DESCRIPTIVE

The	B-ARGUMENTATIVE
weather	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
hundred	I-ARGUMENTATIVE
times	I-ARGUMENTATIVE
better	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

but	B-ARGUMENTATIVE
at	I-ARGUMENTATIVE
that	I-ARGUMENTATIVE
altitude	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
climate	I-ARGUMENTATIVE
is	I-ARGUMENTATIVE
comfortable	I-ARGUMENTATIVE
too	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

There	B-DESCRIPTIVE
is	I-DESCRIPTIVE
a	I-DESCRIPTIVE
network	I-DESCRIPTIVE
of	I-DESCRIPTIVE
well-marked	I-DESCRIPTIVE
trails	I-DESCRIPTIVE
which	I-DESCRIPTIVE
hardly	I-DESCRIPTIVE
anybody	I-DESCRIPTIVE
uses	I-DESCRIPTIVE
.	I-DESCRIPTIVE

There	B-DESCRIPTIVE
were	I-DESCRIPTIVE
crowds	I-DESCRIPTIVE
on	I-DESCRIPTIVE
Corno	I-DESCRIPTIVE
Grande	I-DESCRIPTIVE
,	I-DESCRIPTIVE

but	B-NARRATIVE
over	I-NARRATIVE
the	I-NARRATIVE
next	I-NARRATIVE
few	I-NARRATIVE
days	I-NARRATIVE
we	I-NARRATIVE
hardly	I-NARRATIVE
saw	I-NARRATIVE
another	I-NARRATIVE
soul	I-NARRATIVE
.	I-NARRATIVE

All	B-DESCRIPTIVE
three	I-DESCRIPTIVE
of	I-DESCRIPTIVE
our	I-DESCRIPTIVE
mountains	I-DESCRIPTIVE
were	I-DESCRIPTIVE
very	I-DESCRIPTIVE
different	I-DESCRIPTIVE
,	I-DESCRIPTIVE

and	B-NARRATIVE
we	I-NARRATIVE
had	I-NARRATIVE
two	I-NARRATIVE
of	I-NARRATIVE
them	I-NARRATIVE
completely	I-NARRATIVE
to	I-NARRATIVE
ourselves	I-NARRATIVE
.	I-NARRATIVE

If	B-ARGUMENTATIVE
you	I-ARGUMENTATIVE
enjoy	I-ARGUMENTATIVE
hill	I-ARGUMENTATIVE
walking	I-ARGUMENTATIVE

then	B-INSTRUCTIVE
get	I-INSTRUCTIVE
yourself	I-INSTRUCTIVE
over	I-INSTRUCTIVE
there	I-INSTRUCTIVE
.	I-INSTRUCTIVE

Did	B-OTHER
I	I-OTHER
mention	I-OTHER
the	I-OTHER
prosciutto	I-OTHER
and	I-OTHER
formaggio	I-OTHER
panini	I-OTHER
for	I-OTHER
your	I-OTHER
lunchtime	I-OTHER
snack	I-OTHER
,	I-OTHER
and	I-OTHER
vino	I-OTHER
rosso	I-OTHER
in	I-OTHER
the	I-OTHER
evening	I-OTHER
?	I-OTHER

You	B-OTHER
can	I-OTHER
see	I-OTHER
all	I-OTHER
my	I-OTHER
photos	I-OTHER
from	I-OTHER
our	I-OTHER
trip	I-OTHER
in	I-OTHER
my	I-OTHER
Flickr	I-OTHER
album	I-OTHER
.	I-OTHER


THE	B-NONE
SPACCANAPOLI	I-NONE
AND	I-NONE
THE	I-NONE
CASTEL	I-NONE
DELL	I-NONE
’	I-NONE
OVO	I-NONE

By	B-NONE
:	I-NONE
David	I-NONE
M.	I-NONE
Addison	I-NONE

On	B-NONE
:	I-NONE
December	I-NONE
25	I-NONE
,	I-NONE
2015	I-NONE

We	B-NARRATIVE
are	I-NARRATIVE
trailing	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
Via	I-NARRATIVE
Toledo	I-NARRATIVE
again	I-NARRATIVE
,	I-NARRATIVE

this	B-NARRATIVE
time	I-NARRATIVE
making	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
Spaccanopili	I-NARRATIVE
,	I-NARRATIVE
a	I-NARRATIVE
narrow	I-NARRATIVE
street	I-NARRATIVE
that	I-NARRATIVE
cleaves	I-NARRATIVE
its	I-NARRATIVE
way	I-NARRATIVE
through	I-NARRATIVE
Naples	I-NARRATIVE
,	I-NARRATIVE
straight	I-NARRATIVE
as	I-NARRATIVE
a	I-NARRATIVE
die	I-NARRATIVE
,	I-NARRATIVE
like	I-NARRATIVE
the	I-NARRATIVE
slash	I-NARRATIVE
from	I-NARRATIVE
a	I-NARRATIVE
sword	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
Romans	I-NARRATIVE
called	I-NARRATIVE
it	I-NARRATIVE
the	I-NARRATIVE
decumanus	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
east-west	I-NARRATIVE
road	I-NARRATIVE
in	I-NARRATIVE
any	I-NARRATIVE
city	I-NARRATIVE
.	I-NARRATIVE

Now	B-NARRATIVE
it	I-NARRATIVE
is	I-NARRATIVE
famous	I-NARRATIVE
for	I-NARRATIVE
its	I-NARRATIVE
churches	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
we	I-NARRATIVE
are	I-NARRATIVE
only	I-NARRATIVE
going	I-NARRATIVE
to	I-NARRATIVE
be	I-NARRATIVE
visiting	I-NARRATIVE
two	I-NARRATIVE
.	I-NARRATIVE

The	B-DESCRIPTIVE
first	I-DESCRIPTIVE
is	I-DESCRIPTIVE
the	I-DESCRIPTIVE
15th	I-DESCRIPTIVE
Century	I-DESCRIPTIVE
Gesù	I-DESCRIPTIVE
Nuovo	I-DESCRIPTIVE
.	I-DESCRIPTIVE

I	B-ARGUMENTATIVE
would	I-ARGUMENTATIVE
n’t	I-ARGUMENTATIVE
call	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
façade	I-ARGUMENTATIVE
beautiful	I-ARGUMENTATIVE

but	B-ARGUMENTATIVE
with	I-ARGUMENTATIVE
its	I-ARGUMENTATIVE
top-to-toe	I-ARGUMENTATIVE
diamond-point	I-ARGUMENTATIVE
rustication	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
certainly	I-ARGUMENTATIVE
makes	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
point	I-ARGUMENTATIVE
—	I-ARGUMENTATIVE
about	I-ARGUMENTATIVE
2000	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
them	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

I	B-NARRATIVE
would	I-NARRATIVE
guess	I-NARRATIVE
.	I-NARRATIVE

A	B-NARRATIVE
service	I-NARRATIVE
is	I-NARRATIVE
in	I-NARRATIVE
process	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
as	I-NARRATIVE
quiet	I-NARRATIVE
as	I-NARRATIVE
nuns	I-NARRATIVE
,	I-NARRATIVE
we	I-NARRATIVE
follow	I-NARRATIVE
Sophia	I-NARRATIVE

as	B-NARRATIVE
she	I-NARRATIVE
skirts	I-NARRATIVE
the	I-NARRATIVE
nave	I-NARRATIVE

and	B-NARRATIVE
leads	I-NARRATIVE
us	I-NARRATIVE
to	I-NARRATIVE
a	I-NARRATIVE
chapel	I-NARRATIVE
covered	I-NARRATIVE
from	I-NARRATIVE
floor	I-NARRATIVE
to	I-NARRATIVE
ceiling	I-NARRATIVE
with	I-NARRATIVE
ornaments	I-NARRATIVE
—	I-NARRATIVE

except	B-DESCRIPTIVE
they	I-DESCRIPTIVE
are	I-DESCRIPTIVE
n’t	I-DESCRIPTIVE
exactly	I-DESCRIPTIVE
ornaments	I-DESCRIPTIVE
.	I-DESCRIPTIVE

They	B-DESCRIPTIVE
are	I-DESCRIPTIVE
body	I-DESCRIPTIVE
parts	I-DESCRIPTIVE
:	I-DESCRIPTIVE

legs	B-DESCRIPTIVE
,	I-DESCRIPTIVE
arms	I-DESCRIPTIVE
,	I-DESCRIPTIVE
breasts	I-DESCRIPTIVE
like	I-DESCRIPTIVE
poached	I-DESCRIPTIVE
eggs	I-DESCRIPTIVE
,	I-DESCRIPTIVE
even	I-DESCRIPTIVE
guts	I-DESCRIPTIVE
and	I-DESCRIPTIVE
brains	I-DESCRIPTIVE
—	I-DESCRIPTIVE
any	I-DESCRIPTIVE
part	I-DESCRIPTIVE
you	I-DESCRIPTIVE
care	I-DESCRIPTIVE

to	B-NARRATIVE
mention	I-NARRATIVE

(	I-DESCRIPTIVE
yes	I-DESCRIPTIVE
,	I-DESCRIPTIVE
even	I-DESCRIPTIVE
the	I-DESCRIPTIVE
unmentionable	I-DESCRIPTIVE
)	I-DESCRIPTIVE
—	I-DESCRIPTIVE
all	I-DESCRIPTIVE
are	I-DESCRIPTIVE
here	I-DESCRIPTIVE
,	I-DESCRIPTIVE
so	I-DESCRIPTIVE
many	I-DESCRIPTIVE

that	B-DESCRIPTIVE
the	I-DESCRIPTIVE
walls	I-DESCRIPTIVE
glow	I-DESCRIPTIVE
with	I-DESCRIPTIVE
a	I-DESCRIPTIVE
silvery	I-DESCRIPTIVE
luminescence	I-DESCRIPTIVE
.	I-DESCRIPTIVE

What	B-NARRATIVE
’s	I-NARRATIVE
more	I-NARRATIVE
,	I-NARRATIVE

they	B-NARRATIVE
have	I-NARRATIVE
run	I-NARRATIVE
out	I-NARRATIVE
of	I-NARRATIVE
space	I-NARRATIVE

because	B-DESCRIPTIVE
bundles	I-DESCRIPTIVE
of	I-DESCRIPTIVE
them	I-DESCRIPTIVE
are	I-DESCRIPTIVE
hanging	I-DESCRIPTIVE
on	I-DESCRIPTIVE
hooks	I-DESCRIPTIVE
,	I-DESCRIPTIVE
like	I-DESCRIPTIVE
on	I-DESCRIPTIVE
a	I-DESCRIPTIVE
chatelaine	I-DESCRIPTIVE
’s	I-DESCRIPTIVE
keyring	I-DESCRIPTIVE
.	I-DESCRIPTIVE

I	B-NARRATIVE
take	I-NARRATIVE
a	I-NARRATIVE
closer	I-NARRATIVE
look	I-NARRATIVE
at	I-NARRATIVE
one	I-NARRATIVE
.	I-NARRATIVE

It	B-DESCRIPTIVE
’s	I-DESCRIPTIVE
paper-thin	I-DESCRIPTIVE
and	I-DESCRIPTIVE
made	I-DESCRIPTIVE
of	I-DESCRIPTIVE
aluminium	I-DESCRIPTIVE
,	I-DESCRIPTIVE

if	B-NARRATIVE
I	I-NARRATIVE
